discount,gender,age,marital_status,education,city_level,purchase_power,original_unit_price
1,Male,>=56,Married,3,1,,129
1,Female,26-35,Married,3,2,2,149
1,Female,26-35,Single,3,3,2,245
1,Male,16-25,Single,3,,2,298
,Male,26-35,Single,2,3,2,0
1,Male,36-45,Married,3,1,2,59.9
,Male,26-35,Single,3,1,2,135
1,Female,36-45,Married,3,1,2,69.9
1,Female,36-45,Married,3,1,2,99.9
1,Female,46-55,Married,3,3,2,60
1,Male,16-25,Single,3,2,2,298
1,Female,16-25,Married,3,3,2,109
1,Female,16-25,Married,3,3,2,109
1,Female,36-45,Married,3,3,3,69
1,Female,26-35,Married,2,2,2,75
1,Male,46-55,Single,3,2,1,149
1,Female,26-35,Single,3,1,2,59.9
,Female,26-35,Unknown,,3,,69
1,Female,16-25,Unknown,3,2,,99.9
1,Male,36-45,Married,3,1,2,97
,Female,16-25,Single,2,4,3,0
1,Female,36-45,Married,3,1,2,148
,Female,16-25,Single,,1,3,0
1,Female,26-35,Married,3,2,2,80
1,Female,16-25,Single,2,2,3,149
,Female,16-25,Single,2,2,3,0
1,Female,16-25,Single,3,,2,188
1,Female,26-35,Single,3,2,2,129
1,Female,16-25,Single,2,2,3,69
1,Male,26-35,Single,3,3,2,79
,Female,16-25,Single,2,5,3,129
1,Male,26-35,Single,3,2,2,93.5
,Male,26-35,Single,3,3,2,0
1,Female,26-35,Married,4,2,3,298
1,Female,26-35,Married,4,2,3,178
1,Female,26-35,Married,4,2,3,20
,Female,26-35,Married,4,2,3,0
,Female,26-35,Married,4,2,3,0
1,Female,26-35,Single,3,,2,149
1,Female,26-35,Single,3,2,2,148
1,Male,26-35,Married,3,2,3,99
,Female,16-25,Unknown,,4,,0
,Female,16-25,Unknown,,4,,65
,Female,26-35,Single,3,2,2,0
,Male,16-25,Single,2,3,4,0
,Female,36-45,Married,,3,,69
1,Male,26-35,Single,3,3,2,89
1,Female,26-35,Married,2,4,3,149
1,Female,26-35,Single,3,2,2,129
,Female,26-35,Single,3,2,2,0
,Male,16-25,Single,,2,2,0
1,Male,36-45,Single,2,2,3,79.8
,Male,36-45,Single,2,2,3,79.8
1,Female,26-35,Married,3,4,2,78
1,Female,36-45,Married,4,3,2,139
1,Female,16-25,Unknown,,1,,89
,Female,16-25,Unknown,,1,,0
,Male,26-35,Single,4,3,1,0
,Male,26-35,Single,1,,2,49
1,Female,26-35,Married,4,1,2,298
1,Female,46-55,Married,2,3,3,79
,Female,46-55,Married,2,3,3,0
1,Female,26-35,Married,3,1,3,298
,Female,16-25,Single,3,2,3,0
,Female,16-25,Single,3,2,3,0
1,Female,46-55,Married,,1,3,408
1,Female,26-35,Single,3,2,2,78
1,Female,26-35,Married,3,3,2,139
,Female,16-25,Married,1,1,3,65
1,Female,46-55,Married,3,,3,99
1,Female,26-35,Single,3,3,2,298
1,Female,26-35,Married,3,3,2,127.9
1,Female,16-25,Unknown,3,2,,69
,Female,26-35,Married,3,2,2,0
,Female,16-25,Single,3,1,2,55
,Female,26-35,Married,2,4,2,118
1,Male,>=56,Married,3,2,2,245
,Female,16-25,Single,3,2,3,0
1,Female,16-25,Single,2,4,3,49.8
1,Female,16-25,Single,,,3,298
,Female,26-35,Single,2,1,2,129
1,Female,26-35,Single,3,5,3,298
1,Female,26-35,Single,3,1,2,78
1,Female,36-45,Married,3,2,2,76
1,Female,16-25,Married,2,3,3,68
1,Male,36-45,Single,3,1,2,0
,Female,16-25,Single,2,1,2,58
1,Female,16-25,Single,3,2,2,49
,Female,26-35,Married,3,2,3,59
,Female,16-25,Married,3,3,3,0
1,Female,16-25,Married,3,2,4,78
1,Female,16-25,Single,3,3,3,69
1,Female,16-25,Single,3,3,3,69
1,Female,46-55,Single,3,2,3,79.9
1,Female,36-45,Married,3,2,2,139
1,Female,36-45,Married,3,2,2,139
1,Female,26-35,Married,2,3,3,159
,Female,26-35,Single,3,1,2,0
,Female,26-35,Married,3,1,2,73
1,Male,36-45,Married,4,2,2,0
1,Male,36-45,Married,3,2,3,78
1,Female,26-35,Unknown,3,,4,199
1,Female,16-25,Unknown,,2,,39.8
,Male,26-35,Single,3,3,2,79
1,Male,36-45,Married,3,1,2,19.9
1,Female,36-45,Married,3,4,2,59
1,Female,16-25,Married,4,1,2,109
1,Female,16-25,Single,3,2,3,248
1,Male,26-35,Single,3,2,2,167
1,Male,36-45,Married,4,3,2,69
1,Male,36-45,Married,4,3,2,139.9
1,Female,26-35,Single,3,4,3,79
1,Male,26-35,Married,3,2,2,55
1,Female,26-35,Married,3,2,2,129
1,Female,36-45,Unknown,2,4,,78
1,Female,36-45,Married,3,3,3,79
1,Female,36-45,Single,3,2,3,69
1,Female,16-25,Unknown,,2,,249
1,Female,16-25,Unknown,,2,,118
,Male,36-45,Married,4,2,2,0
,Female,36-45,Single,2,,3,0
1,Male,46-55,Married,4,1,3,39.9
1,Female,16-25,Single,2,4,3,79
1,Female,26-35,Single,3,2,2,399
,Female,26-35,Single,3,2,2,0
1,Female,26-35,Single,3,2,3,79
1,Female,26-35,Single,3,2,3,69
,Female,16-25,Single,3,2,3,345
,Male,26-35,Single,2,1,2,0
1,Female,36-45,Married,,3,4,78
1,Female,36-45,Married,4,3,2,66
,Female,36-45,Married,2,4,2,210
1,Female,26-35,Married,3,3,2,336
1,Female,26-35,Single,2,1,3,118
1,Female,16-25,Single,3,2,2,89
1,Male,26-35,Married,2,4,2,99
1,Female,36-45,Single,3,3,2,336
1,Female,16-25,Single,3,2,3,78
1,Female,36-45,Married,4,2,2,298
1,Female,36-45,Married,3,1,2,99
1,Male,26-35,Married,4,1,2,129
,Male,26-35,Married,4,1,2,0
,Female,26-35,Unknown,,,,0
,Female,16-25,Single,,3,4,0
,Female,16-25,Single,,3,4,0
1,Female,16-25,Single,3,2,2,78
1,Female,36-45,Married,3,2,2,300
1,Female,16-25,Married,,2,4,23
1,Male,16-25,Unknown,,,,78
1,Male,16-25,Unknown,,,,59.9
1,Female,16-25,Single,1,4,4,78
,Male,16-25,Single,3,3,2,0
1,Male,16-25,Married,3,,2,148
1,Male,16-25,Married,3,,2,178
1,Male,16-25,Single,3,2,2,245
1,Male,16-25,Single,2,3,2,78
1,Male,26-35,Single,4,,2,139
,Female,36-45,Single,3,1,3,49
1,Female,16-25,Unknown,,,,53
1,Female,16-25,Married,2,2,2,59.9
1,Female,16-25,Married,2,2,2,59.9
,Female,16-25,Married,2,2,2,54
,Female,16-25,Married,2,4,2,0
1,Male,36-45,Married,4,2,2,79
1,Female,16-25,Single,3,2,3,79
1,Female,26-35,Single,2,4,2,62
1,Male,26-35,Married,2,2,2,59.9
1,Female,36-45,Married,3,2,2,65
1,Female,26-35,Married,4,2,2,28
,Female,16-25,Single,2,,2,26
1,Male,36-45,Married,3,2,2,59
,Male,16-25,Married,3,2,2,225
1,Female,26-35,Single,3,1,2,109
1,Female,16-25,Single,3,1,2,298
1,Female,26-35,Married,1,4,3,139
1,Female,26-35,Married,4,2,2,161
,Female,>=56,Married,3,2,2,93
1,Female,16-25,Single,2,3,3,109
1,Female,16-25,Married,3,2,2,79.9
1,Female,46-55,Married,3,2,3,118
1,Male,26-35,Single,3,2,2,355
1,Female,36-45,Single,3,1,2,298
1,Female,26-35,Single,3,2,3,109
1,Female,26-35,Single,3,2,3,109
1,Female,26-35,Single,3,1,2,59
1,Female,26-35,Married,3,4,2,110
1,Female,26-35,Married,3,4,2,89
1,Female,36-45,Married,2,3,3,119
,Female,26-35,Married,3,2,2,139.9
1,Female,26-35,Single,3,1,2,79.9
,Female,26-35,Married,3,2,2,0
1,Female,26-35,Married,3,2,2,99
1,Female,26-35,Single,3,1,2,89
1,Female,36-45,Single,3,3,3,69
,Female,26-35,Unknown,,3,,58
1,Female,16-25,Single,3,2,3,99
1,Female,46-55,Married,3,4,2,239
1,Female,16-25,Single,2,1,3,268
,Male,36-45,Married,2,2,2,148
1,Female,26-35,Single,4,1,3,179
1,Female,16-25,Unknown,,1,,95
1,Female,36-45,Married,,2,,79
1,Female,26-35,Single,3,2,2,238
1,Female,36-45,Married,3,2,3,59
1,Female,36-45,Married,3,2,3,49
1,Female,36-45,Single,1,1,3,85
1,Female,36-45,Married,1,4,3,59
1,Male,26-35,Married,3,4,2,78
1,Male,36-45,Married,3,4,2,298
,Female,16-25,Unknown,,3,,49.9
1,Female,46-55,Unknown,,1,,299
,Male,16-25,Single,2,3,3,55
1,Female,16-25,Single,3,4,2,99
,Male,16-25,Single,2,3,3,69
,Female,26-35,Single,,,3,0
1,Female,26-35,Married,3,2,3,109
1,Female,26-35,Married,3,1,3,298
1,Female,26-35,Single,3,2,3,79.9
1,Female,36-45,Married,2,4,2,298
1,Male,26-35,Married,4,2,2,78
1,Male,26-35,Single,3,2,2,39.9
,Female,36-45,Married,3,4,2,0
1,Male,46-55,Single,2,1,2,159
1,Female,46-55,Married,,1,,178
1,Female,46-55,Married,,1,,298
1,Female,26-35,Married,3,1,2,289
1,Female,16-25,Single,3,2,2,159
1,Female,36-45,Single,3,1,3,245
1,Male,16-25,Single,2,1,2,59.9
1,Female,16-25,Single,3,2,2,129
1,Male,16-25,Single,2,2,2,238
1,Male,16-25,Single,2,2,2,238
,Female,26-35,Single,3,1,2,0
1,Female,36-45,Married,3,1,3,150
1,Female,16-25,Married,2,1,2,170
1,Female,26-35,Married,4,1,2,245
1,Female,36-45,Married,3,2,2,99
1,Male,26-35,Single,3,4,2,89
,Female,26-35,Married,3,2,3,145
1,Female,26-35,Single,3,1,2,250
,Female,26-35,Single,3,1,2,0
,Female,16-25,Single,3,4,3,0
1,Female,16-25,Unknown,3,2,,129
,Female,26-35,Unknown,,3,,139
1,Male,26-35,Single,3,2,2,358
1,Female,46-55,Married,3,4,2,78
1,Female,46-55,Married,3,4,2,78
,Female,16-25,Married,3,1,3,59
1,Female,16-25,Single,3,3,3,79
1,Female,26-35,Married,3,1,2,28.8
,Female,16-25,Single,3,2,3,99
,Female,16-25,Single,3,2,3,65
1,Female,26-35,Single,4,1,2,79.9
1,Female,26-35,Married,3,1,2,298
1,Female,26-35,Married,3,1,2,178
1,Male,16-25,Unknown,,4,,59
1,Female,26-35,Married,4,4,2,79.9
1,Male,16-25,Single,3,3,2,129
1,Female,46-55,Single,3,1,2,85
1,Female,46-55,Single,3,1,2,100
1,Female,36-45,Married,3,3,2,79
1,Female,36-45,Married,3,3,2,69
1,Female,26-35,Married,,,4,129
1,Female,26-35,Single,2,2,3,79.9
1,Male,26-35,Single,3,1,2,149
1,Male,26-35,Single,3,1,2,149
,Male,16-25,Unknown,,2,,165
1,Male,26-35,Married,4,4,2,299
1,Male,36-45,Married,4,2,2,69
1,Male,36-45,Married,3,1,2,69.9
1,Female,16-25,Unknown,,2,,109
1,Female,36-45,Married,4,2,2,79
1,Female,36-45,Married,4,2,2,28
1,Female,16-25,Married,1,1,2,99.9
1,Female,36-45,Married,2,1,2,150
1,Female,36-45,Married,3,3,2,69
1,Female,>=56,Married,3,1,3,69
1,Female,26-35,Married,3,2,2,69
,Male,26-35,Married,3,2,2,0
1,Female,16-25,Single,3,2,2,158
1,Female,36-45,Married,3,2,2,79
1,Female,36-45,Married,3,1,3,159
,Female,36-45,Married,3,2,2,58
1,Female,16-25,Single,3,3,3,69.9
1,Female,16-25,Single,3,3,3,78
1,Female,>=56,Married,2,2,3,79
,Female,36-45,Married,3,1,2,49
1,Female,36-45,Married,3,1,2,336
1,Female,>=56,Single,3,4,2,279
,Female,16-25,Single,3,1,2,0
1,Female,36-45,Married,3,1,3,69
,Female,26-35,Single,3,3,2,258
,Female,36-45,Married,4,1,2,0
1,Female,36-45,Married,4,1,2,190
1,Female,16-25,Single,3,1,3,69.9
1,Female,16-25,Single,3,,2,188
1,Male,36-45,Married,3,2,3,59
1,Male,36-45,Married,3,3,2,89
1,Female,>=56,Married,2,1,2,68
1,Male,16-25,Single,3,2,2,139.9
,Female,>=56,Married,3,,2,59
1,Female,26-35,Married,3,2,2,79
1,Female,26-35,Married,3,1,2,78
1,Female,36-45,Single,2,4,2,85
,Female,16-25,Single,2,4,2,0
1,Female,26-35,Single,3,2,2,0
1,Female,36-45,Married,2,2,2,245
,Female,26-35,Married,3,2,2,275
1,Female,26-35,Married,3,2,2,69
1,Female,16-25,Single,2,4,2,89
,Male,26-35,Married,1,3,3,0
,Male,26-35,Married,1,3,3,0
,Male,26-35,Married,1,3,3,0
1,Male,26-35,Married,1,3,3,500
1,Female,26-35,Married,3,2,2,78
1,Male,26-35,Single,3,1,2,139
1,Male,26-35,Single,3,1,2,79.9
1,Male,46-55,Married,4,1,2,298
1,Male,46-55,Married,4,1,2,298
1,Female,26-35,Married,4,1,2,55
1,Female,26-35,Married,4,1,2,79.9
1,Female,26-35,Married,4,1,2,198
1,Female,26-35,Married,4,1,2,198
1,Female,26-35,Married,4,1,2,79.9
1,Female,36-45,Married,4,1,2,188
1,Female,36-45,Married,4,1,2,57.5
,Female,36-45,Married,4,1,2,0
1,Female,16-25,Single,2,3,3,269
1,Female,26-35,Single,3,3,3,79
1,Female,26-35,Married,3,2,3,66
,Female,16-25,Unknown,,,,49
,Female,16-25,Unknown,,,,0
1,Female,36-45,Single,2,2,2,129
1,Female,16-25,Single,3,4,2,449
1,Female,16-25,Unknown,,4,,78
1,Male,46-55,Unknown,,2,,79.9
1,Female,26-35,Married,4,4,2,139.9
1,Female,36-45,Married,3,3,2,69
,Female,26-35,Married,2,2,2,119
1,Female,26-35,Married,2,2,2,119
,Female,26-35,Single,3,2,2,0
1,Male,26-35,Single,3,2,3,89
1,Female,16-25,Single,3,2,3,89
1,Female,16-25,Single,3,2,3,198
1,Female,16-25,Single,3,2,3,78
,Female,16-25,Single,3,2,3,0
,Male,26-35,Married,3,3,2,0
1,Female,36-45,Married,1,1,3,78
1,Female,26-35,Married,2,2,2,69.9
1,Female,26-35,Married,4,1,2,79.9
1,Male,26-35,Single,3,2,3,89
1,Female,26-35,Single,3,2,2,69
,Female,26-35,Married,4,,2,0
1,Female,26-35,Married,4,,2,148
1,Female,16-25,Single,2,,2,69
1,Female,16-25,Single,2,,2,69
,Male,16-25,Single,2,2,2,49
1,Female,26-35,Single,2,,2,188
1,Female,26-35,Single,3,3,2,178
,Female,26-35,Single,2,1,3,48
,Male,26-35,Single,2,1,3,128
1,Female,16-25,Single,2,1,2,89
,Female,16-25,Single,2,1,2,0
1,Female,26-35,Married,4,1,2,78
1,Male,46-55,Single,2,2,2,298
1,Female,>=56,Married,3,2,3,93.5
1,Male,26-35,Single,3,1,2,139
,Female,16-25,Single,3,2,3,0
1,Female,36-45,Married,,4,3,89
1,Male,16-25,Single,3,2,2,139.9
1,Female,16-25,Single,2,3,3,330
1,Female,36-45,Married,4,1,2,105
1,Female,36-45,Married,4,1,2,129
1,Female,36-45,Married,4,1,2,109
,Female,36-45,Married,4,1,2,139
1,Female,36-45,Married,4,1,2,109
1,Female,36-45,Married,4,1,2,129
1,Female,36-45,Married,4,1,2,105
1,Female,36-45,Married,4,1,2,109
1,Female,36-45,Married,4,1,2,52
1,Female,26-35,Married,3,,3,59.9
1,Male,36-45,Married,3,2,2,89
1,Female,16-25,Single,3,1,2,198
1,Female,16-25,Single,3,1,2,298
1,Female,26-35,Married,2,3,1,10
1,Female,26-35,Single,3,2,2,69.9
1,Female,26-35,Married,3,2,2,219
1,Female,36-45,Married,2,3,4,59
1,Male,36-45,Married,3,3,1,129
1,Female,16-25,Single,3,1,3,88
1,Female,26-35,Married,3,3,2,169
,Female,36-45,Unknown,,4,,0
1,Female,36-45,Single,2,4,1,18.8
1,Female,36-45,Single,2,4,1,89
1,Female,16-25,Single,3,4,3,99
1,Female,16-25,Married,3,3,2,139.9
1,Female,26-35,Married,3,3,2,298
,Female,>=56,Single,2,4,2,187
1,Female,>=56,Married,,3,2,298
1,Female,16-25,Single,3,2,2,78
1,Female,16-25,Single,3,2,2,78
1,Male,26-35,Married,3,2,2,579
1,Female,16-25,Single,3,2,3,65
1,Female,16-25,Single,3,2,3,78
1,Female,36-45,Single,3,1,3,69.9
1,Female,26-35,Single,2,2,2,188
1,Female,26-35,Single,2,2,2,69.9
1,Female,26-35,Single,2,2,2,59.9
1,Female,26-35,Married,2,4,3,0
,Female,26-35,Married,2,4,3,0
1,Female,36-45,Married,2,,2,88
1,Female,26-35,Married,3,4,2,119
1,Female,16-25,Single,3,3,3,128
1,Female,36-45,Single,3,4,2,139.9
,Female,16-25,Unknown,,1,,148
1,Female,16-25,Married,2,4,3,59
1,Male,16-25,Single,3,4,2,59
,Female,36-45,Married,3,1,2,145
1,Male,26-35,Single,3,2,2,39
1,Female,26-35,Married,3,1,2,78
1,Female,26-35,Single,3,3,3,85
,Female,26-35,Married,3,3,2,0
1,Female,16-25,Unknown,,,,149
,Female,16-25,Married,2,4,2,69
1,Female,26-35,Unknown,,4,,39
1,Male,>=56,Single,2,4,3,59.9
1,Female,26-35,Single,3,1,2,191
1,Male,36-45,Married,4,1,2,85
1,Female,26-35,Single,3,1,3,98
1,Female,46-55,Single,2,3,2,298
1,Female,46-55,Single,2,3,2,128
1,Female,16-25,Single,2,,1,69.9
1,Female,46-55,Unknown,,,,80
1,Female,26-35,Single,3,,2,59
1,Female,26-35,Single,3,1,2,69.9
,Female,36-45,Married,3,4,2,0
1,Female,36-45,Married,,3,,215
1,Female,26-35,Single,2,4,3,135
1,Female,>=56,Married,3,3,2,85
1,Male,26-35,Single,3,2,3,139
1,Female,16-25,Married,3,2,3,59.9
,Female,26-35,Single,3,1,3,59.9
,Female,26-35,Married,3,2,2,145
,Female,36-45,Married,2,4,3,0
1,Female,36-45,Married,2,4,3,89
1,Female,36-45,Married,3,3,2,119
1,Female,26-35,Married,3,4,3,69
1,Female,26-35,Married,3,4,3,55
1,Female,16-25,Single,,2,4,89
1,Female,16-25,Single,,2,4,49
1,Female,46-55,Unknown,,4,,299
1,Female,26-35,Married,3,2,1,59.9
,Female,36-45,Married,2,4,2,210
,Female,36-45,Married,2,4,2,0
1,Female,>=56,Married,2,3,2,79
1,Male,26-35,Married,3,1,2,119
,Male,36-45,Married,3,,2,119
1,Female,26-35,Single,2,,3,95
1,Female,36-45,Married,3,4,2,69.9
1,Male,26-35,Single,3,4,2,298
,Female,16-25,Single,3,1,2,0
,Female,16-25,Single,3,1,2,0
,Female,16-25,Single,3,,2,55
1,Female,36-45,Married,3,2,2,85
1,Female,16-25,Single,2,2,2,88
1,Female,26-35,Single,3,3,2,178
1,Female,26-35,Single,3,3,2,298
1,Female,46-55,Unknown,,2,,98
1,Female,16-25,Single,2,4,2,59.9
1,Female,16-25,Single,2,4,2,66
1,Female,16-25,Single,2,4,2,79.9
1,Female,46-55,Married,2,4,2,68
1,Female,46-55,Married,2,4,2,61
1,Female,46-55,Married,2,4,2,49
,Male,36-45,Married,4,2,2,0
1,Male,36-45,Married,4,2,2,298
1,Male,36-45,Married,3,3,2,79.9
1,Male,36-45,Married,3,3,2,49
1,Male,36-45,Married,3,3,2,61
1,Male,36-45,Single,3,1,2,336
,Female,16-25,Single,3,1,2,68
1,Male,16-25,Single,3,3,3,180
1,Female,36-45,Single,2,1,3,388
1,Female,26-35,Single,3,3,2,69.9
1,Female,16-25,Married,2,2,3,98
,Female,16-25,Single,2,2,2,0
1,Female,16-25,Single,2,2,2,89
1,Female,26-35,Single,3,1,2,69.9
1,Female,26-35,Single,3,1,2,69.9
1,Female,36-45,Married,3,2,2,49
,Female,36-45,Married,3,4,3,0
1,Female,36-45,Married,2,3,2,160
,Female,16-25,Single,3,2,2,0
1,Female,36-45,Married,3,1,2,336
1,Male,26-35,Single,2,2,2,79.9
1,Male,26-35,Married,3,1,2,79.9
1,Female,36-45,Unknown,3,,,69
,Female,46-55,Married,3,4,2,69
1,Female,16-25,Married,3,2,3,89
,Female,16-25,Married,3,2,3,0
1,Male,26-35,Single,3,1,2,78
1,Female,36-45,Single,3,,3,78
1,Female,26-35,Married,3,3,2,78
1,Male,36-45,Married,2,4,2,119
1,Female,36-45,Married,2,1,2,129
1,Female,16-25,Single,3,1,2,230
,Female,26-35,Single,3,3,3,0
1,Female,16-25,Single,3,2,3,168
1,Female,26-35,Single,3,1,2,238
,Male,46-55,Married,2,2,2,0
,Female,16-25,Single,3,2,2,0
1,Female,16-25,Unknown,2,4,,139
1,Male,36-45,Married,2,4,4,69
1,Female,26-35,Single,3,2,2,78
1,Female,46-55,Married,3,1,2,94.9
1,Female,46-55,Married,3,1,2,69
1,Female,46-55,Married,3,1,2,69
,Female,46-55,Married,3,1,2,94.9
1,Female,26-35,Single,3,1,1,298
1,Female,16-25,Single,3,2,3,68
1,Female,26-35,Single,3,1,3,59
1,Male,26-35,Married,4,2,2,78
,Male,26-35,Married,3,1,2,0
1,Female,36-45,Married,3,4,2,69
1,Female,26-35,Single,3,2,2,681
1,Female,26-35,Single,2,3,1,110
1,Female,16-25,Single,2,2,1,178
1,Female,16-25,Single,3,2,2,78
1,Female,26-35,Married,4,4,2,139
1,Female,26-35,Married,4,4,2,79
1,Female,26-35,Married,4,4,2,93.5
,Male,16-25,Single,3,1,2,0
1,Female,26-35,Married,3,4,2,78
,Female,26-35,Married,3,4,2,0
1,Female,26-35,Married,3,4,2,298
1,Female,16-25,Unknown,,1,,69.9
1,Female,36-45,Single,3,4,3,79.9
,Male,36-45,Single,1,3,2,0
,Male,36-45,Single,1,3,2,0
1,Male,36-45,Single,1,3,2,299
,Male,36-45,Single,1,3,2,0
1,Female,26-35,Single,3,1,2,69
1,Female,26-35,Single,3,2,2,69
1,Female,26-35,Married,4,3,2,162.9
1,Female,16-25,Married,4,1,2,150
1,Female,26-35,Married,4,1,2,170
1,Female,16-25,Single,1,3,3,159
1,Female,36-45,Married,3,1,2,188
1,Female,26-35,Single,3,1,3,16
1,Female,36-45,Single,4,3,2,68
,Female,36-45,Married,3,2,1,99
,Female,36-45,Married,3,1,2,0
1,Female,36-45,Married,3,1,2,298
,Female,26-35,Single,2,4,2,59
,Female,16-25,Unknown,,2,,129
,Female,16-25,Unknown,,2,,0
,Female,16-25,Unknown,,2,,188
1,Female,36-45,Married,3,3,3,305
1,Female,26-35,Married,3,2,2,298
1,Female,26-35,Single,3,2,2,78
,Female,16-25,Single,3,1,2,49
1,Female,26-35,Married,,2,2,336
1,Female,26-35,Married,3,3,2,149
1,Male,16-25,Single,1,2,3,79.9
1,Female,36-45,Married,2,3,2,108
,Female,16-25,Single,3,1,2,138
,Female,16-25,Single,3,1,2,0
,Female,26-35,Single,3,1,2,65
1,Male,16-25,Single,2,,3,69
,Female,26-35,Single,3,2,2,0
,Female,26-35,Single,3,2,2,0
1,Female,46-55,Single,1,,2,69
1,Female,26-35,Single,2,4,3,78
,Male,36-45,Married,3,4,2,108
1,Male,26-35,Single,3,,2,245
1,Male,26-35,Married,3,4,2,191
1,Female,26-35,Single,3,4,2,139.9
1,Male,26-35,Single,2,3,2,298
1,Female,>=56,Single,3,1,2,90
1,Female,16-25,Unknown,,2,,79
1,Male,36-45,Married,3,4,2,149
1,Female,36-45,Unknown,,1,,69.9
,Male,46-55,Married,3,2,2,399
,Male,46-55,Married,3,2,2,129
1,Female,36-45,Married,1,1,2,59
1,Male,36-45,Single,2,3,2,499
1,Male,26-35,Married,3,2,2,300
1,Female,46-55,Single,1,2,3,209
,Female,36-45,Married,3,3,2,0
,Female,16-25,Single,3,,3,39.9
1,Female,26-35,Married,4,,2,79
1,Female,16-25,Unknown,,2,,59.9
1,Male,26-35,Single,3,3,2,150
1,Female,16-25,Single,2,4,2,100
1,Male,16-25,Unknown,3,1,,69
1,Female,36-45,Married,3,3,2,89
,Female,36-45,Married,3,3,2,49
1,Female,26-35,Single,,4,4,330
1,Female,36-45,Married,2,4,2,78
1,Female,16-25,Single,3,2,2,78
,Female,46-55,Married,4,3,2,355
1,Female,16-25,Single,3,2,3,79
,Male,36-45,Married,3,2,2,0
1,Female,26-35,Single,4,2,2,139
1,Female,16-25,Married,2,4,4,49
1,Male,26-35,Married,3,2,2,59.9
1,Male,26-35,Married,4,2,2,69.9
1,Male,36-45,Married,4,1,2,78
1,Female,36-45,Married,3,4,4,150
1,Female,26-35,Unknown,3,4,,135
1,Female,26-35,Unknown,,3,,78
1,Female,16-25,Married,3,2,2,55
,Male,36-45,Married,4,2,2,145
1,Female,26-35,Single,3,,2,58
1,Female,26-35,Single,3,,2,78
1,Female,36-45,Married,2,3,3,79
1,Female,16-25,Single,3,2,2,78
1,Female,26-35,Single,3,4,3,69
,Female,16-25,Single,3,2,3,68
,Male,>=56,Married,3,,2,0
,Male,>=56,Married,3,,2,0
1,Male,>=56,Married,3,,2,0
,Male,>=56,Married,3,,2,0
,Male,>=56,Married,3,,2,0
1,Male,>=56,Married,3,,2,0
1,Male,>=56,Married,3,,2,0
1,Male,>=56,Married,3,,2,0
,Male,>=56,Married,3,,2,0
,Male,>=56,Married,3,,2,0
1,Female,>=56,Married,3,1,2,12
1,Male,16-25,Single,3,2,3,355
1,Female,36-45,Married,2,4,2,125
1,Female,16-25,Single,3,4,2,258
1,Female,16-25,Single,3,3,2,336
,Female,36-45,Single,3,1,2,89
1,Female,36-45,Single,3,,3,125
1,Female,26-35,Single,3,2,3,148
1,Female,26-35,Single,3,2,2,298
1,Female,26-35,Single,3,4,2,139.9
1,Female,26-35,Married,3,2,2,108
,Male,26-35,Single,3,2,2,58
1,Female,16-25,Single,2,2,2,79
,Female,16-25,Unknown,,2,,65
1,Female,26-35,Single,2,2,3,170
1,Female,26-35,Single,2,2,3,150
1,Female,26-35,Married,3,2,2,139.9
1,Female,36-45,Married,1,,2,188
1,Female,26-35,Single,3,2,2,89
,Female,26-35,Single,3,2,2,0
1,Male,16-25,Single,2,4,3,138
1,Female,26-35,Married,4,2,1,298
,Female,16-25,Single,3,2,2,0
1,Female,16-25,Single,3,2,2,270
1,Male,>=56,Married,3,1,1,128
1,Female,26-35,Single,2,4,3,79.9
1,Female,36-45,Single,3,2,2,85
1,Female,16-25,Single,3,3,3,69.9
,Female,26-35,Unknown,,3,,69
1,Female,36-45,Married,3,3,3,189
,Female,36-45,Unknown,,2,,76
1,Male,26-35,Single,3,2,2,149
1,Female,16-25,Married,2,3,,45
1,Male,16-25,Single,3,1,2,299
,Male,16-25,Single,2,4,3,0
1,Female,26-35,Married,3,1,3,28.8
1,Female,26-35,Married,3,1,3,12
1,Female,26-35,Married,3,4,2,198
1,Female,26-35,Married,3,3,2,59
1,Female,26-35,Single,4,2,3,79
1,Female,26-35,Unknown,,1,,78
1,Female,26-35,Single,2,1,2,188.9
1,Male,>=56,Married,1,2,1,138
1,Male,36-45,Married,3,4,2,38
,Male,36-45,Married,3,4,2,38
,Female,16-25,Unknown,,4,,0
1,Male,36-45,Married,4,3,2,249.9
1,Female,16-25,Single,2,1,2,68
,Female,26-35,Single,3,2,2,135
,Male,26-35,Single,2,1,2,58
,Male,>=56,Married,2,3,2,69
1,Male,26-35,Single,3,1,2,188
1,Male,26-35,Single,3,1,2,298
1,Female,26-35,Single,2,4,3,61
1,Female,26-35,Single,3,2,2,79.8
1,Male,26-35,Single,3,1,2,298
,Female,16-25,Married,3,3,3,78
1,Female,26-35,Single,3,,2,78
1,Female,16-25,Single,3,2,2,78
1,Male,16-25,Unknown,,3,,78
1,Female,26-35,Single,3,2,2,69
1,Female,26-35,Single,3,1,3,99
1,Male,26-35,Married,3,2,2,115
1,Female,26-35,Unknown,,3,,170
1,Female,26-35,Unknown,,3,,139
,Female,16-25,Single,3,3,2,0
1,Male,26-35,Married,3,4,2,298
1,Male,26-35,Married,3,4,2,178
1,Female,26-35,Married,3,1,2,215
1,Female,16-25,Single,3,2,3,69.9
1,Female,26-35,Married,3,1,2,49
1,Female,26-35,Married,4,4,2,12
