"Date","Model","Sales","COGS","RD"
2017-02-13,6,8500,4075,0
2017-02-14,6,9100,4394,0
2017-02-15,6,8500,4075,0
2017-02-16,6,9400,4457,0
2017-02-17,6,8600,3820,0
2017-02-18,6,9800,5348,0
2017-02-19,6,9900,4647,0
2017-02-20,6,9800,4138,0
2017-02-21,6,9900,3756,0
2017-02-22,6,9900,4456,0
2017-02-23,6,8700,4965,0
2017-02-24,6,9600,3246,0
2017-02-25,6,9400,4010,0
2017-02-26,6,9100,4328,0
2017-02-27,6,10000,4137,0
2017-02-28,6,8800,4901,0
2017-03-01,6,8200,4582,0
2017-03-02,6,8400,4009,0
2017-03-03,6,8100,4454,0
2017-03-04,6,8500,3945,0
2017-03-05,6,9600,5345,0
2017-03-06,6,9100,4518,0
2017-03-07,6,8300,4072,0
2017-03-08,6,9100,4517,0
2017-03-09,6,7800,4263,0
2017-03-10,6,8200,3881,0
2017-03-11,6,10600,4580,0
2017-03-12,6,8900,4389,0
2017-03-13,6,8100,3053,0
2017-03-14,6,8500,3244,0
2017-03-15,6,9300,4643,0
2017-03-16,6,7500,4198,0
2017-03-17,6,8900,4452,0
2017-03-18,6,10100,4007,0
2017-03-19,6,9200,4197,0
2017-03-20,6,8100,3943,0
2017-03-21,6,9300,3752,0
2017-03-22,6,6800,4133,0
2017-03-23,6,7300,4133,0
2017-03-24,6,6900,4387,0
2017-03-25,6,7800,4451,0
2017-03-26,6,6300,3751,0
2017-03-27,6,8400,3497,0
2017-03-28,6,7400,5213,0
2017-03-29,6,8600,4069,0
2017-03-30,6,6300,4132,0
2017-03-31,6,8000,4450,0
2017-04-01,6,8300,3750,0
2017-04-02,6,9700,3750,0
2017-04-03,6,6100,4831,0
2017-04-04,6,7900,2987,0
2017-04-05,6,8000,3750,0
2017-04-06,6,6900,3368,0
2017-04-07,6,8700,3750,0
2017-04-08,6,7700,4131,0
2017-04-09,6,7700,4131,0
2017-04-10,6,8100,3686,0
2017-04-11,6,10300,3431,0
2017-04-12,6,7200,3876,0
2017-04-13,6,9500,4384,0
2017-04-14,6,8800,4130,0
2017-04-15,6,7400,3558,0
2017-04-16,6,8400,3748,0
2017-04-17,6,7100,3176,0
2017-04-18,6,7300,3494,0
2017-04-19,6,8100,2986,0
2017-04-20,6,7800,3684,0
2017-04-21,6,8000,3621,0
2017-04-22,6,7000,2922,0
2017-04-23,6,9300,4065,0
2017-04-24,6,6800,3366,0
2017-04-25,6,8500,5017,0
2017-04-26,6,8200,3937,0
2017-04-27,6,8200,3429,0
2017-04-28,6,8300,3874,0
2017-04-29,6,7800,3810,0
2017-04-30,6,6300,3619,0
2017-05-01,6,6700,3556,0
2017-05-02,6,7500,3619,0
2017-05-03,6,5800,4127,0
2017-05-04,6,8600,3873,0
2017-05-05,6,7100,3555,0
2017-05-06,6,8500,3555,0
2017-05-07,6,8200,2984,0
2017-05-08,6,7800,2793,0
2017-05-09,6,6700,3237,0
2017-05-10,6,7800,3618,0
2017-05-11,6,9000,3808,0
2017-05-12,6,8700,3173,0
2017-05-13,6,7000,3364,0
2017-05-14,6,6400,3491,0
2017-05-15,6,6900,3871,0
2017-05-16,6,6400,2856,0
2017-05-17,6,7000,2982,0
2017-05-18,6,6000,3046,0
2017-05-19,6,8400,3363,0
2017-05-20,6,7300,3363,0
2017-05-21,6,6500,3172,0
2017-05-22,6,5900,2855,0
2017-05-23,6,7000,3934,0
2017-05-24,6,7800,2982,0
2017-05-25,6,5100,3299,0
2017-05-26,6,6300,3362,0
2017-05-27,6,6800,3489,0
2017-05-28,6,6500,3425,0
2017-05-29,6,7700,3298,0
2017-05-30,6,7200,3425,0
2017-05-31,6,6300,3679,0
2017-06-01,6,7000,2854,0
2017-06-02,6,6200,3044,0
2017-06-03,6,8400,2854,0
2017-06-04,6,7100,3107,0
2017-06-05,6,6400,3107,0
2017-06-06,6,7100,2727,0
2017-06-07,6,6700,3107,0
2017-06-08,6,6100,2980,0
2017-06-09,6,7200,2980,0
2017-06-10,6,6900,3487,0
2017-06-11,6,4800,3360,0
2017-06-12,6,5100,2599,0
2017-06-13,6,7300,3487,0
2017-06-14,6,6600,3296,0
2017-06-15,6,7000,3296,0
2017-06-16,6,6300,3867,0
2017-06-17,6,6600,3359,0
2017-06-18,6,6200,2789,0
2017-06-19,6,5900,2408,0
2017-06-20,6,6500,2408,0
2017-06-21,6,6500,2662,0
2017-06-22,6,6900,2725,0
2017-06-23,6,7000,2725,0
2017-06-24,6,5900,3359,0
2017-06-25,6,5500,3168,0
2017-06-26,6,8200,3865,0
2017-06-27,6,6400,2978,0
2017-06-28,6,6500,2788,0
2017-06-29,6,7000,2407,0
2017-06-30,6,5900,2471,0
2017-07-01,6,5900,2597,0
2017-07-02,6,7600,3611,0
2017-07-03,6,4700,2914,0
2017-07-04,6,5900,2724,0
2017-07-05,6,5300,2470,0
2017-07-06,6,5900,3800,0
2017-07-07,6,6500,2787,0
2017-07-08,6,6500,3230,0
2017-07-09,6,5800,2597,0
2017-07-10,6,5400,2280,0
2017-07-11,6,6100,3546,0
2017-07-12,6,6900,2913,0
2017-07-13,6,6500,2089,0
2017-07-14,6,5600,2596,0
2017-07-15,6,5900,1899,0
2017-07-16,6,5000,3039,0
2017-07-17,6,5500,2596,0
2017-07-18,6,4700,2659,0
2017-07-19,6,5800,2975,0
2017-07-20,6,5700,2912,0
2017-07-21,6,4600,2659,0
2017-07-22,6,6400,2659,0
2017-07-23,6,5300,3165,0
2017-07-24,6,7900,2658,0
2017-07-25,6,6200,2215,0
2017-07-26,6,5400,2595,0
2017-07-27,6,6100,3228,0
2017-07-28,6,6000,2531,0
2017-07-29,6,5700,2658,0
2017-07-30,6,5600,3924,0
2017-07-31,6,5700,2531,0
2017-08-01,6,6500,2341,0
2017-08-02,6,6100,2215,0
2017-08-03,6,5600,3037,0
2017-08-04,6,5600,2657,0
2017-08-05,6,4700,2278,0
2017-08-06,6,4400,3100,0
2017-08-07,6,5100,2720,0
2017-08-08,6,5700,2404,0
2017-08-09,6,6000,2467,0
2017-08-10,6,5000,3100,0
2017-08-11,6,5300,3353,0
2017-08-12,6,5500,2340,0
2017-08-13,6,6100,2656,0
2017-08-14,6,4500,2214,0
2017-08-15,6,4700,2403,0
2017-08-16,6,4800,2593,0
2017-08-17,6,5300,2150,0
2017-08-18,6,5300,2213,0
2017-08-19,6,5000,3288,0
2017-08-20,6,4500,2466,0
2017-08-21,6,6200,2023,0
2017-08-22,6,4700,2466,0
2017-08-23,6,5200,2782,0
2017-08-24,6,5300,2908,0
2017-08-25,6,5500,1896,0
2017-08-26,6,5400,2908,0
2017-08-27,6,5200,2402,0
2017-08-28,6,5400,2465,0
2017-08-29,6,5800,2086,0
2017-08-30,6,4500,3287,0
2017-08-31,6,4800,3034,0
2017-09-01,6,4500,2591,0
2017-09-02,6,4900,3097,0
2017-09-03,6,4900,1959,0
2017-09-04,6,4300,2528,0
2017-09-05,6,4900,2212,0
2017-09-06,6,4700,1959,0
2017-09-07,6,4700,2401,0
2017-09-08,6,5500,1832,0
2017-09-09,6,5300,2401,0
2017-09-10,6,4100,2022,0
2017-09-11,6,5500,2274,0
2017-09-12,6,5200,2401,0
2017-09-13,6,5200,2527,0
2017-09-14,6,6100,2021,0
2017-09-15,6,5300,2400,0
2017-09-16,6,4400,2274,0
2017-09-17,6,3800,2716,0
2017-09-18,6,3800,2274,0
2017-09-19,6,4200,1832,0
2017-09-20,6,4300,2463,0
2017-09-21,6,4300,2968,0
2017-09-22,6,5300,2463,0
2017-09-23,6,5000,2210,0
2017-09-24,6,6100,1958,0
2017-09-25,6,4700,2400,0
2017-09-26,6,4400,1768,0
2017-09-27,6,3800,2463,0
2017-09-28,6,3900,2526,0
2017-09-29,6,4100,2525,0
2017-09-30,6,5700,2462,0
2017-10-01,6,4600,1957,0
2017-10-02,6,4300,2399,0
2017-10-03,6,3900,2020,0
2017-10-04,6,6000,1767,0
2017-10-05,6,4400,1704,0
2017-10-06,6,5100,2904,0
2017-10-07,6,4100,2335,0
2017-10-08,6,3600,2398,0
2017-10-09,6,5600,2714,0
2017-10-10,6,4600,2398,0
2017-10-11,6,3300,2146,0
2017-10-12,6,4100,1956,0
2017-10-13,6,3000,2145,0
2017-10-14,6,4800,1767,0
2017-10-15,6,4100,1893,0
2017-10-16,6,4200,2208,0
2017-10-17,6,4700,2524,0
2017-10-18,6,4600,1893,0
2017-10-19,6,4200,2082,0
2017-10-20,6,4200,1893,0
2017-10-21,6,5000,2082,0
2017-10-22,6,4200,1829,0
2017-10-23,6,3500,2271,0
2017-10-24,6,4100,1766,0
2017-10-25,6,5100,2334,0
2017-10-26,6,4000,2144,0
2017-10-27,6,4200,2523,0
2017-10-28,6,6200,1766,0
2017-10-29,6,4000,1766,0
2017-10-30,6,3700,2081,0
2017-10-31,6,3500,1513,0
2017-11-01,6,4800,1450,0
2017-11-02,6,4200,2712,0
2017-11-03,6,3600,2333,0
2017-11-04,6,4900,1639,0
2017-11-05,6,4300,1450,0
2017-11-06,6,3800,1954,0
2017-11-07,6,3900,1765,0
2017-11-08,6,4900,1954,0
2017-11-09,6,5300,2711,0
2017-11-10,6,3700,1765,0
2017-11-11,6,4200,2080,0
2017-11-12,6,3500,2269,0
2017-11-13,6,3800,2017,0
2017-11-14,6,4100,1828,0
2017-11-15,6,3400,1512,0
2017-11-16,6,3500,1765,0
2017-11-17,6,5200,2584,0
2017-11-18,6,3900,2395,0
2017-11-19,6,3200,1827,0
2017-11-20,6,3900,2079,0
2017-11-21,6,4400,2079,0
2017-11-22,6,4600,2142,0
2017-11-23,6,3000,1512,0
2017-11-24,6,4600,1764,0
2017-11-25,6,3800,1575,0
2017-11-26,6,3900,1827,0
2017-11-27,6,3300,2520,0
2017-11-28,6,5200,1575,0
2017-11-29,6,4800,1701,0
2017-11-30,6,4100,1323,0
2017-12-01,6,4900,2142,0
2017-12-02,6,3100,1826,0
2017-12-03,6,4000,2078,0
2017-12-04,6,3500,1889,0
2017-12-05,6,3100,1637,0
2017-12-06,6,3800,1700,0
2017-12-07,6,2900,2015,0
2017-12-08,6,3800,1007,0
2017-12-09,6,3200,2015,0
2017-12-10,6,3600,2204,0
2017-12-11,6,3800,1511,0
2017-12-12,6,4000,1322,0
2017-12-13,6,3200,1448,0
2017-12-14,6,3800,2204,0
2017-12-15,6,3600,1952,0
2017-12-16,6,4300,2140,0
2017-12-17,6,3600,1763,0
2017-12-18,6,2900,1511,0
2017-12-19,6,3900,1511,0
2017-12-20,6,4700,1699,0
2017-12-21,6,3900,1322,0
2017-12-22,6,3500,1636,0
2017-12-23,6,3100,1133,0
2017-12-24,6,3800,1447,0
2017-12-25,6,2800,1258,0
2017-12-26,6,3900,2014,0
2017-12-27,6,4000,1069,0
2017-12-28,6,4000,1195,0
2017-12-29,6,3900,2076,0
2017-12-30,6,3100,2202,0
2017-12-31,6,3800,1258,0
2018-01-01,6,3200,1636,0
2018-01-02,6,2800,1447,0
2018-01-03,6,2700,1384,0
2018-01-04,6,4600,1698,0
2018-01-05,6,3700,1321,0
2018-01-06,6,3800,1761,0
2018-01-07,6,4300,1447,0
2018-01-08,6,3800,1321,0
2018-01-09,6,3400,1384,0
2018-01-10,6,3100,1635,0
2018-01-11,6,3400,1321,0
2018-01-12,6,2800,1446,0
2018-01-13,6,3000,1069,0
2018-01-14,6,3500,2138,0
2018-01-15,6,4000,1698,0
2018-01-16,6,3000,2075,0
2018-01-17,6,3300,1006,0
2018-01-18,6,3000,1949,0
2018-01-19,6,3300,1383,0
2018-01-20,6,2900,1949,0
2018-01-21,6,3600,1572,0
2018-01-22,6,2800,1131,0
2018-01-23,6,3700,2012,0
2018-01-24,6,3400,2012,0
2018-01-25,6,4000,1383,0
2018-01-26,6,2800,1068,0
2018-01-27,6,2800,1697,0
2018-01-28,6,3300,1508,0
2018-01-29,6,2400,1885,0
2018-01-30,6,2300,1634,0
2018-01-31,6,4300,1697,0
2018-02-01,6,3700,1508,0
2018-02-02,6,2600,1005,0
2018-02-03,6,2300,1445,0
2018-02-04,6,3100,1194,0
2018-02-05,6,2800,1445,0
2018-02-06,6,3100,1633,0
2018-02-07,6,4300,1194,0
2018-02-08,6,2800,1445,0
2018-02-09,6,3300,2199,0
2018-02-10,6,3600,1508,0
2018-02-11,6,3200,1319,0
2018-02-12,6,2900,1445,0
2018-02-13,6,2400,1130,0
2018-02-14,6,2800,1319,0
2018-02-15,6,4100,1068,0
2018-02-16,6,3800,942,0
2018-02-17,6,2900,1319,0
2018-02-18,6,3300,1507,0
2018-02-19,6,3300,2072,0
2018-02-20,6,3400,1507,0
2018-02-21,6,2400,942,0
2018-02-22,6,2800,1193,0
2018-02-23,6,2500,1381,0
2018-02-24,6,2900,1004,0
2018-02-25,6,4000,1632,0
2018-02-26,6,2500,1632,0
2018-02-27,6,2700,1318,0
2018-02-28,6,2100,1255,0
2018-03-01,6,3400,1758,0
2018-03-02,6,2900,1255,0
2018-03-03,6,3300,1506,0
2018-03-04,6,3000,1946,0
2018-03-05,6,2600,941,0
2018-03-06,6,2700,878,0
2018-03-07,6,3200,1004,0
2018-03-08,6,1600,1820,0
2018-03-09,6,3200,2008,0
2018-03-10,6,3500,1632,0
2018-03-11,6,2400,1694,0
2018-03-12,6,2100,1067,0
2018-03-13,6,2300,1255,0
2018-03-14,6,3500,1380,0
2018-03-15,6,3100,1004,0
2018-03-16,6,3400,1380,0
2018-03-17,6,2800,1819,0
2018-03-18,6,2400,1568,0
2018-03-19,6,2400,1505,0
2018-03-20,6,2700,1192,0
2018-03-21,6,2100,1003,0
2018-03-22,6,2600,1254,0
2018-03-23,6,1800,1192,0
2018-03-24,6,2300,1442,0
2018-03-25,6,2000,1505,0
2018-03-26,6,3200,752,0
2018-03-27,6,1700,1568,0
2018-03-28,6,1900,1003,0
2018-03-29,6,3300,1066,0
2018-03-30,6,3500,1505,0
2018-03-31,6,2000,1568,0
2018-04-01,6,2600,1066,0
2018-04-02,6,2300,1317,0
2018-04-03,6,2200,1316,0
2018-04-04,6,2700,689,0
2018-04-05,6,2100,1379,0
2018-04-06,6,2800,1316,0
2018-04-07,6,2300,877,0
2018-04-08,6,2100,1567,0
2018-04-09,6,2200,1128,0
2018-04-10,6,2600,1504,0
2018-04-11,6,2100,1253,0
2018-04-12,6,2300,1003,0
2018-04-13,6,1700,752,0
2018-04-14,6,3400,1065,0
2018-04-15,6,2700,626,0
2018-04-16,6,3300,1441,0
2018-04-17,6,1600,1441,0
2018-04-18,6,3100,1190,0
2018-04-19,6,2200,940,0
2018-04-20,6,3100,1190,0
2018-04-21,6,2500,1065,0
2018-04-22,6,1800,940,0
2018-04-23,6,3200,1566,0
2018-04-24,6,3200,939,0
2018-04-25,6,2200,1315,0
2018-04-26,6,1700,877,0
2018-04-27,6,2700,1503,0
2018-04-28,6,2400,1315,0
2018-04-29,6,3000,1127,0
2018-04-30,6,2600,1065,0
2018-05-01,6,2700,1315,0
2018-05-02,6,2400,689,0
2018-05-03,6,1600,1252,0
2018-05-04,6,2300,814,0
2018-05-05,6,1900,1252,0
2018-05-06,6,2300,1315,0
2018-05-07,6,2600,1565,0
2018-05-08,6,1900,1440,0
2018-05-09,6,2300,1565,0
2018-05-10,6,3500,1127,0
2018-05-11,6,2400,1440,0
2018-05-12,6,2100,751,0
2018-05-13,6,2300,939,0
2018-05-14,6,1800,1189,0
2018-05-15,6,2100,1064,0
2018-05-16,6,1700,1064,0
2018-05-17,6,1500,1502,0
2018-05-18,6,2100,1565,0
2018-05-19,6,2400,1314,0
2018-05-20,6,3300,626,0
2018-05-21,6,2400,1001,0
2018-05-22,6,1500,1314,0
2018-05-23,6,1900,625,0
2018-05-24,6,2200,1377,0
2018-05-25,6,1600,876,0
2018-05-26,6,2600,751,0
2018-05-27,6,2600,688,0
2018-05-28,6,2100,1564,0
2018-05-29,6,2000,563,0
2018-05-30,6,2800,1126,0
2018-05-31,6,2000,1126,0
2018-06-01,6,2400,876,0
2018-06-02,6,3100,1001,0
2018-06-03,6,1500,813,0
2018-06-04,6,1400,1689,0
2018-06-05,6,1600,1001,0
2018-06-06,6,2900,750,0
2018-06-07,6,3200,1251,0
2018-06-08,6,2600,813,0
2018-06-09,6,2700,1063,0
2018-06-10,6,1700,1125,0
2018-06-11,6,2000,875,0
2018-06-12,6,2200,1188,0
2018-06-13,6,1600,875,0
2018-06-14,6,2200,1125,0
2018-06-15,6,2900,875,0
2018-06-16,6,2500,813,0
2018-06-17,6,2400,625,0
2018-06-18,6,1900,750,0
2018-06-19,6,1600,687,0
2018-06-20,6,2000,1063,0
2018-06-21,6,1900,625,0
2018-06-22,6,2300,937,0
2018-06-23,6,2400,750,0
2018-06-24,6,1200,1312,0
2018-06-25,6,2500,812,0
2018-06-26,6,1600,1187,0
2018-06-27,6,1700,1125,0
2018-06-28,6,2400,437,0
2018-06-29,6,2500,750,0
2018-06-30,6,1700,1187,0
2018-07-01,6,2100,1375,0
2018-07-02,6,2100,1375,0
2018-07-03,6,1100,624,0
2018-07-04,6,2200,749,0
2018-07-05,6,2100,687,0
2018-07-06,6,1400,937,0
2018-07-07,6,2500,1187,0
2018-07-08,6,1800,1249,0
2018-07-09,6,2400,937,0
2018-07-10,6,2000,687,0
2018-07-11,6,1600,1249,0
2018-07-12,6,1200,562,0
2018-07-13,6,1700,437,0
2018-07-14,6,1000,1124,0
2018-07-15,6,2300,874,0
2018-07-16,6,2300,1061,0
2018-07-17,6,1900,1061,0
2018-07-18,6,1500,936,0
2018-07-19,6,1900,999,0
2018-07-20,6,1700,999,0
2018-07-21,6,1500,749,0
2018-07-22,6,2500,936,0
2018-07-23,6,1500,499,0
2018-07-24,6,2100,936,0
2018-07-25,6,1400,811,0
2018-07-26,6,2400,874,0
2018-07-27,6,2100,999,0
2018-07-28,6,1800,1186,0
2018-07-29,6,1700,561,0
2018-07-30,6,2100,874,0
2018-07-31,6,1100,811,0
2018-08-01,6,2000,874,0
2018-08-02,6,1300,749,0
2018-08-03,6,2000,312,0
2018-08-04,6,2100,374,0
2018-08-05,6,2500,936,0
2018-08-06,6,2300,561,0
2018-08-07,6,2500,811,0
2018-08-08,6,1800,936,0
2018-08-09,6,2300,686,0
2018-08-10,6,1200,499,0
2018-08-11,6,1500,1060,0
2018-08-12,6,1900,811,0
2018-08-13,6,1700,1060,0
2018-08-14,6,1700,1060,0
2018-08-15,6,2400,686,0
2018-08-16,6,2500,873,0
2018-08-17,6,2100,748,0
2018-08-18,6,1000,873,0
2018-08-19,6,1600,998,0
2018-08-20,6,2100,686,0
2018-08-21,6,1000,686,0
2018-08-22,6,2200,1247,0
2018-08-23,6,1400,998,0
2018-08-24,6,1200,810,0
2018-08-25,6,1100,998,0
2018-08-26,6,2500,810,0
2018-08-27,6,900,623,0
2018-08-28,6,1800,498,0
2018-08-29,6,1800,436,0
2018-08-30,6,1400,748,0
2018-08-31,6,1600,436,0
2018-09-01,6,1300,748,0
2018-09-02,6,2700,311,0
2018-09-03,6,1600,623,0
2018-09-04,6,1200,935,0
2018-09-05,6,2000,1059,0
2018-09-06,6,1300,748,0
2018-09-07,6,1700,935,0
2018-09-08,6,1800,935,0
2018-09-09,6,1400,685,0
2018-09-10,6,1900,810,0
2018-09-11,6,1400,810,0
2018-09-12,6,1800,685,0
2018-09-13,6,1400,747,0
2018-09-14,6,1300,747,0
2018-09-15,6,1000,810,0
2018-09-16,6,1200,747,0
2018-09-17,6,1100,623,0
2018-09-18,6,1700,747,0
2018-09-19,6,1000,623,0
2018-09-20,6,1500,436,0
2018-09-21,6,1200,685,0
2018-09-22,6,2100,685,0
2018-09-23,6,1300,747,0
2018-09-24,6,1900,685,0
2018-09-25,6,1800,872,0
2018-09-26,6,700,436,0
2018-09-27,6,1200,560,0
2018-09-28,6,1900,747,0
2018-09-29,6,2200,622,0
2018-09-30,6,2200,622,0
2018-10-01,6,1000,934,0
2018-10-02,6,1200,1308,0
2018-10-03,6,1100,747,0
2018-10-04,6,1500,622,0
2018-10-05,6,1900,685,0
2018-10-06,6,2000,747,0
2018-10-07,6,1500,996,0
2018-10-08,6,1100,622,0
2018-10-09,6,2000,560,0
2018-10-10,6,900,934,0
2018-10-11,6,700,560,0
2018-10-12,6,1800,435,0
2018-10-13,6,1400,560,0
2018-10-14,6,1700,560,0
2018-10-15,6,1700,1058,0
2018-10-16,6,1500,747,0
2018-10-17,6,1600,684,0
2018-10-18,6,1600,746,0
2018-10-19,6,1200,560,0
2018-10-20,6,1500,373,0
2018-10-21,6,800,684,0
2018-10-22,6,1500,809,0
2018-10-23,6,1300,435,0
2018-10-24,6,1400,622,0
2018-10-25,6,1600,809,0
2018-10-26,6,1900,435,0
2018-10-27,6,900,684,0
2018-10-28,6,1400,497,0
2018-10-29,6,1300,746,0
2018-10-30,6,1400,995,0
2018-10-31,6,1200,497,0
2018-11-01,6,500,559,0
2018-11-02,6,600,684,0
2018-11-03,6,1500,497,0
2018-11-04,6,900,808,0
2018-11-05,6,1300,622,0
2018-11-06,6,1500,684,0
2018-11-07,6,1100,684,0
2018-11-08,6,800,746,0
2018-11-09,6,1700,559,0
2018-11-10,6,1300,497,0
2018-11-11,6,1700,684,0
2018-11-12,6,1700,248,0
2018-11-13,6,1100,497,0
2018-11-14,6,1400,684,0
2018-11-15,6,1200,870,0
2018-11-16,6,1400,870,0
2018-11-17,6,1600,435,0
2018-11-18,6,1100,746,0
2018-11-19,6,1100,808,0
2018-11-20,6,2000,683,0
2018-11-21,6,1600,621,0
2018-11-22,6,1300,683,0
2018-11-23,6,1600,683,0
2018-11-24,6,1300,559,0
2018-11-25,6,1000,372,0
2018-11-26,6,800,435,0
2018-11-27,6,700,745,0
2018-11-28,6,1200,559,0
2018-11-29,6,700,372,0
2018-11-30,6,1200,683,0
2018-12-01,6,500,745,0
2018-12-02,6,1000,683,0
2018-12-03,6,1500,497,0
2018-12-04,6,1700,807,0
2018-12-05,6,1200,559,0
2018-12-06,6,1500,745,0
2018-12-07,6,1500,931,0
2018-12-08,6,1100,434,0
2018-12-09,6,1300,310,0
2018-12-10,6,1300,496,0
2018-12-11,6,1100,559,0
2018-12-12,6,1200,372,0
2018-12-13,6,1200,434,0
2018-12-14,6,1300,931,0
2018-12-15,6,1200,559,0
2018-12-16,6,1000,372,0
2018-12-17,6,1200,434,0
2018-12-18,6,1000,434,0
2018-12-19,6,700,372,0
2018-12-20,6,1100,310,0
2018-12-21,6,1100,620,0
2018-12-22,6,1200,558,0
2018-12-23,6,1100,496,0
2018-12-24,6,1400,372,0
2018-12-25,6,700,310,0
2018-12-26,6,900,745,0
2018-12-27,6,1200,310,0
2018-12-28,6,1000,310,0
2018-12-29,6,1000,993,0
2018-12-30,6,1500,620,0
2018-12-31,6,2100,496,0
2019-01-01,6,1200,869,0
2019-01-02,6,1000,931,0
2019-01-03,6,1100,186,0
2019-01-04,6,1200,496,0
2019-01-05,6,1600,434,0
2019-01-06,6,1000,496,0
2019-01-07,6,900,744,0
2019-01-08,6,1500,930,0
2019-01-09,6,900,744,0
2019-01-10,6,700,558,0
2019-01-11,6,900,372,0
2019-01-12,6,900,186,0
2019-01-13,6,1700,372,0
2019-01-14,6,1200,434,0
2019-01-15,6,1100,496,0
2019-01-16,6,1200,620,0
2019-01-17,6,900,372,0
2019-01-18,6,600,620,0
2019-01-19,6,1100,496,0
2019-01-20,6,1300,248,0
2019-01-21,6,700,558,0
2019-01-22,6,1000,620,0
2019-01-23,6,1300,248,0
2019-01-24,6,700,248,0
2019-01-25,6,1100,372,0
2019-01-26,6,800,558,0
2019-01-27,6,1200,620,0
2019-01-28,6,1600,434,0
2019-01-29,6,800,496,0
2019-01-30,6,900,496,0
2019-01-31,6,1100,434,0
2019-02-01,6,800,433,0
2019-02-02,6,1300,619,0
2019-02-03,6,1000,309,0
2019-02-04,6,1100,681,0
2019-02-05,6,1100,309,0
2019-02-06,6,1200,495,0
2019-02-07,6,900,805,0
2019-02-08,6,800,247,0
2019-02-09,6,1100,619,0
2019-02-10,6,400,619,0
2019-02-11,6,800,929,0
2019-02-12,6,1100,247,0
2019-02-13,6,1400,557,0
2019-02-14,6,1400,433,0
2019-02-15,6,700,743,0
2019-02-16,6,1200,557,0
2019-02-17,6,1300,743,0
2019-02-18,6,1100,371,0
2019-02-19,6,1000,247,0
2019-02-20,6,1100,495,0
2019-02-21,6,1100,371,0
2019-02-22,6,900,247,0
2019-02-23,6,600,495,0
2019-02-24,6,700,433,0
2019-02-25,6,1200,557,0
2019-02-26,6,900,309,0
2019-02-27,6,600,433,0
2019-02-28,6,1100,495,0
2019-03-01,6,1200,929,0
2019-03-02,6,1100,371,0
2019-03-03,6,800,309,0
2019-03-04,6,1300,309,0
2019-03-05,6,900,309,0
2019-03-06,6,1200,309,0
2019-03-07,6,1500,433,0
2019-03-08,6,700,681,0
2019-03-09,6,500,371,0
2019-03-10,6,800,371,0
2019-03-11,6,900,0,0
2019-03-12,6,600,619,0
2019-03-13,6,700,371,0
2019-03-14,6,1500,247,0
2019-03-15,6,900,371,0
2019-03-16,6,600,433,0
2019-03-17,6,700,495,0
2019-03-18,6,700,309,0
2019-03-19,6,600,495,0
2019-03-20,6,500,557,0
2019-03-21,6,1000,433,0
2019-03-22,6,900,433,0
2019-03-23,6,800,309,0
2019-03-24,6,600,247,0
2019-03-25,6,500,185,0
2019-03-26,6,1200,433,0
2019-03-27,6,500,494,0
2019-03-28,6,500,494,0
2019-03-29,6,1600,247,0
2019-03-30,6,1000,866,0
2019-03-31,6,800,680,0
2019-04-01,6,1400,247,0
2019-04-02,6,1500,494,0
2019-04-03,6,300,556,0
2019-04-04,6,800,494,0
2019-04-05,6,700,742,0
2019-04-06,6,800,309,0
2019-04-07,6,1200,432,0
2019-04-08,6,1500,247,0
2019-04-09,6,1200,556,0
2019-04-10,6,900,432,0
2019-04-11,6,600,556,0
2019-04-12,6,300,432,0
2019-04-13,6,600,494,0
2019-04-14,6,700,432,0
2019-04-15,6,800,247,0
2019-04-16,6,1000,309,0
2019-04-17,6,600,680,0
2019-04-18,6,1000,494,0
2019-04-19,6,800,185,0
2019-04-20,6,400,432,0
2019-04-21,6,900,556,0
2019-04-22,6,1000,309,0
2019-04-23,6,400,618,0
2019-04-24,6,400,432,0
2019-04-25,6,600,185,0
2019-04-26,6,900,309,0
2019-04-27,6,1000,432,0
2019-04-28,6,700,247,0
2019-04-29,6,800,308,0
2019-04-30,6,800,123,0
2019-05-01,6,700,556,0
2019-05-02,6,700,432,0
2019-05-03,6,1000,123,0
2019-05-04,6,500,123,0
2019-05-05,6,1100,556,0
2019-05-06,6,500,308,0
2019-05-07,6,800,247,0
2019-05-08,6,1300,617,0
2019-05-09,6,400,617,0
2019-05-10,6,1000,308,0
2019-05-11,6,1000,370,0
2019-05-12,6,1500,432,0
2019-05-13,6,400,432,0
2019-05-14,6,900,247,0
2019-05-15,6,700,432,0
2019-05-16,6,1200,247,0
2019-05-17,6,900,926,0
2019-05-18,6,1200,308,0
2019-05-19,6,600,246,0
2019-05-20,6,400,493,0
2019-05-21,6,800,246,0
2019-05-22,6,600,370,0
2019-05-23,6,400,123,0
2019-05-24,6,800,370,0
2019-05-25,6,700,185,0
2019-05-26,6,900,370,0
2019-05-27,6,500,308,0
2019-05-28,6,700,493,0
2019-05-29,6,800,308,0
2019-05-30,6,1500,185,0
2019-05-31,6,600,432,0
2019-06-01,6,500,432,0
2019-06-02,6,500,246,0
2019-06-03,6,500,431,0
2019-06-04,6,500,370,0
2019-06-05,6,700,678,0
2019-06-06,6,1100,61,0
2019-06-07,6,600,246,0
2019-06-08,6,600,493,0
2019-06-10,6,1000,431,0
2019-06-11,6,600,185,0
2019-06-12,6,400,431,0
2019-06-13,6,600,308,0
2019-06-14,6,700,493,0
